"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"168329","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面删除属性功能","列表存在至少一条记录，且该记录已被对应模型某一表配置","1. 点击进入字段元模型页
2. 选中任一属性，点击删除按钮
3. 再次点击删除，打开二次确认弹窗，点击删除按钮
4. 切换至数据地图中该元模型对应配置过的表详情页面","1. 进入页面
2. 弹出删除业务属性二次确认弹窗，提示：属性删除后，已应用并完成维护的业务属性将会清除
包含取消、删除按钮
3. 弹窗消失，查看列表该属性被成功删除
4. 查看该表中该属性内容被删除","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168328","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面编辑属性功能-删除枚举项","列表存在至少一条属性类型为枚举的记录，且该记录已被对应模型某一表配置","1. 点击进入字段元模型页
2. 选中任一属性，点击编辑按钮
3. 查看弹窗内容可编辑性
4. 点击删除某一枚举选项
5. 点击取消按钮
6. 再次点击删除某一枚举选项
7. 点击删除按钮
8. 点击编辑属性弹窗的确定按钮
9. 切换至数据地图中该元模型对应配置过的表详情页面","1. 进入页面
2. 弹出编辑属性弹窗；
弹窗显示该记录的属性名、属性中文名、属性类型、枚举选项、是否必填、应用数据源类型对应原有内容
3. 属性名、属性类型、应用数据源类型不可编辑，属性中文名、枚举选项、是否必填可编辑
4. 弹出二次确认弹窗，提示：已应用该选项的属性信息将会清除
包含取消、删除按钮
5. 成功取消，弹窗消失，该数据未被编辑
6. 弹出二次确认弹窗，提示：已应用该选项的属性信息将会清除
包含取消、删除按钮
7. 该枚举项被成功删除，弹窗消失
8. 弹窗消失，查看列表该数据成功编辑
9. 查看该表中该选项值信息的属性内容被删除","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.","","1","功能测试","功能测试阶段","正常","0","2","9","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168327","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面编辑属性功能-属性类型为枚举","列表存在至少一条属性类型为枚举的记录","1. 点击进入字段元模型页
2. 选中任一属性，点击编辑按钮
3. 查看弹窗内容可编辑性
4. 点击正确编辑属性中文名、移动/新增/编辑枚举选项、编辑是否必填，点击确定按钮
5. 再次打开编辑属性弹窗，点击取消按钮","1. 进入页面
2. 弹出编辑属性弹窗；
弹窗显示该记录的属性名、属性中文名、属性类型、枚举选项、是否必填、应用数据源类型对应原有内容
3. 属性名、属性类型、应用数据源类型不可编辑，属性中文名、枚举选项、是否必填可编辑
4. 弹窗消失，查看列表该数据成功编辑
5. 成功取消，弹窗消失，该数据未编辑","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","3","5","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168326","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面编辑属性功能-属性类型为文本框","列表存在至少一条属性类型为文本框的记录","1. 点击进入字段元模型页
2. 选中任一属性，点击编辑按钮
3. 查看弹窗内容可编辑性
4. 点击正确编辑属性中文名、是否必填，点击确定按钮
5. 再次打开编辑属性弹窗，点击取消按钮","1. 进入页面
2. 弹出编辑属性弹窗；
弹窗显示该记录的属性名、属性中文名、属性类型、字段类型、是否必填、应用数据源类型对应原有内容
3. 属性名、属性类型、字段类型、应用数据源类型不可编辑，属性中文名、是否必填可编辑
4. 弹窗消失，查看列表该数据成功编辑
5. 成功取消，弹窗消失，该数据未编辑","1. 
2. 
3. 报错
4. 
5.","","1","功能测试","功能测试阶段","正常","0","2","5","失败","听筠","2025-11-11","","0000-00-00","1","",""
"168325","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面编辑属性弹窗","无","1. 点击进入字段元模型页
2. 选中任一属性，点击编辑按钮","1. 进入页面
2. 弹出编辑属性弹窗；
弹窗显示属性名、属性中文名、属性类型、字段类型/枚举选项、是否必填、应用数据源类型对应原有内容；
枚举选项显示上下移、编辑、删除icon
包含取消、确定按钮","1. 
2. 文本框编辑报错","","1","功能测试","功能测试阶段","正常","1","2","2","失败","听筠","2025-11-11","","0000-00-00","1","",""
"168324","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证新增属性的属性名、属性中文名唯一性","1.已打开【元数据-元模型管理-字段元模型-新增属性】页面
2.列表已存在属性名为test1，属性中文名为测试一的记录","1. 输入属性名为test1，其余内容正确输入选择
2. 点击确定按钮
3. 再次打开新增属性弹窗，输入属性中文名为测试一，其余内容正确输入选择
4. 点击确定按钮","1. 输入选择成功
2. 弹出属性名已存在异常提示
3. 输入选择成功
4. 弹出属性中文名已存在的异常提示","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","1","1","4","失败","听筠","2025-11-11","","0000-00-00","1","",""
"168323","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证新增属性的属性名、属性中文名、属性类型（字段类型、枚举选项）、是否必填、应用数据源类型必填性","1.已打开【元数据-元模型管理-字段元模型-新增属性】页面","1. 属性名不填写任何内容，点击属性中文名
2. 正确填写属性名，属性中文名不填写任何内容，点击属性类型
3. 正确填写属性名、属性中文名，属性类型不填写任何内容，点击是否必填
4. 正确填写属性名、属性中文名、属性类型为文本框，字段类型不填写任何内容，点击是否必填
5. 正确填写属性名、属性中文名、属性类型为枚举，选项不填写任何内容，点击是否必填
6. 正确填写属性名、属性中文名、属性类型，是否必填不选择任何内容，点击应用数据源类型
7. 正确填写属性名、属性中文名、属性类型、是否必填，应用数据源类型不选择任何内容，点击确定按钮","1. 弹出属性名必填的异常提示
2. 弹出属性中文名必填的异常提示
3. 弹出属性类型必填的异常提示
4. 弹出字段类型必填的异常提示
5. 弹出选项必填的异常提示
6. 弹出是否必填必填的异常提示
7. 弹出应用数据源类型必填的异常提示","1. 
2. 
3. 
4. 
5. 
6. 
7.","","2","功能测试","功能测试阶段","正常","0","1","7","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168322","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证新增属性的属性类型为枚举时支持新增和操作枚举选项","1.已打开【元数据-元模型管理-字段元模型-新增属性】页面
2.属性名、属性中文名已正确填写","1. 选择属性类型为枚举
2. 设置输入选项一、选项二、选项三
3. 选中选项一点击下移icon
4. 选中选项三点击上移icon
5. 选中选项三点击编辑icon，编辑选项三名称，点击空白处
6. 点击增加icon，新增选项四","1. 选择成功，显示选项设置输入框
2. 设置成功，选项右方展示上下移、编辑、删除icon，下方展示增加icon
3. 成功下移，位于选项二下方，选项三上方
4. 成功上移，位于选项二下方，选项一上方
5. 编辑成功
6. 成功新增选项四","1. 
2. 
3. 
4. 
5. 
6.","","2","功能测试","功能测试阶段","正常","0","1","6","失败","听筠","2025-11-11","","0000-00-00","1","",""
"168321","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证新增属性的字段类型为bigint时只能输入正整数","1.已打开【元数据-元模型管理-字段元模型-新增属性】页面
2.属性名、属性中文名已正确填写","1. 新增属性，选择属性类型为文本框，字段类型为bigint，其余内容正确填写
2. 跳转至该元模型对应数据表新增字段页面
3. 在该表对应属性名处输入负数
4. 输入正小数
5. 输入正整数","1. 成功新增
2. 跳转成功
3. 提示异常
4. 提示异常
5. 输入成功","不做1. 不做
2. 
3. 
4. 
5.","","2","功能测试","功能测试阶段","正常","0","1","5","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168320","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证新增属性的属性类型为文本框时支持选择的字段类型","无","1. 点击进入字段元模型页
2. 点击新增属性按钮
3. 正确输入属性名、属性中文名，选择属性类型为文本框
4. 点击选择字段类型","1. 进入页面
2. 弹出新增属性弹窗；
正确输入属性名、属性中文名、属性类型、是否必填、应用数据源类型
3. 输入选择成功
4. 支持bigint/string两个选项，默认为string","1. 
2. 
3. 
4. 不做","","2","功能测试","功能测试阶段","正常","0","1","4","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168319","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面新增属性功能-属性类型为枚举","无","1. 点击进入字段元模型页
2. 点击新增属性按钮
3. 正确输入属性名、属性中文名、属性类型选择枚举、新增枚举选项、是否必填选择必填、选择应用数据源类型
点击确定按钮
4. 再次打开新增弹窗，点击取消按钮","1. 进入页面
2. 弹出新增属性弹窗
3. 弹窗消失，列表显示该新增记录
4. 弹窗消失，列表未新增","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168318","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面新增属性功能-属性类型为文本框","无","1. 点击进入字段元模型页
2. 点击新增属性按钮
3. 正确输入属性名、属性中文名、属性类型选择文本框、字段类型默认string、是否必填选择必填、选择应用数据源类型
点击确定按钮
4. 再次点击新增属性按钮
5. 正确输入属性名、属性中文名、属性类型选择文本框、字段类型选择bigint、是否必填选择必填、选择应用数据源类型
点击确定按钮
6. 再次打开新增弹窗，点击取消按钮","1. 进入页面
2. 弹出新增属性弹窗
3. 弹窗消失，列表显示该新增记录
4. 弹出新增属性弹窗
5. 弹窗消失，列表显示该新增记录
6. 弹窗消失，列表未新增","1. 
2. 
3. 
4. 
5. 
6.","","1","功能测试","功能测试阶段","正常","0","2","6","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168317","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面新增属性弹窗","无","1. 点击进入字段元模型页
2. 点击新增属性按钮
3. 查看应用数据源类型选择框","1. 进入页面
2. 弹出新增属性弹窗；
支持输入属性名（占位符：仅支持字母、数字与下划线）、
属性中文名（占位符：仅支持中英文、数字和下划线）、
属性类型（包含文本框、枚举值、树形结构几个选项）、
是否必填、
应用数据源类型（占位符：请选择）；
包含取消、确定按钮
3. 支持配置每个属性的应用数据源类型，默认选择全部","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","2","3","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168316","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面重置功能","列表存在多条记录","1. 点击进入字段元模型页
2. 输入准确属性名、属性中文名、选择属性类型，点击查询
3. 点击重置按钮","1. 进入页面
2. 成功查询到对应正确内容
3. 列表显示所有内容","忽略搜索和分页1. 忽略搜索和分页
2. 
3.","","2","功能测试","功能测试阶段","正常","0","2","3","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168315","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面查询功能","列表存在多条记录","1. 点击进入字段元模型页
2. 输入模糊/准确属性名，点击查询
3. 输入模糊/准确属性中文名，点击查询
4. 选择属性类型，点击查询
5. 输入准确属性名、属性中文名、选择属性类型，点击查询","1. 进入页面
2. 成功查询到包含该属性名的内容/为该属性名的内容
3. 成功查询到包含该属性中文名的内容/为该属性中文名的内容
4. 成功查询到为该属性类型的内容
5. 成功查询到对应正确内容","忽略搜索和分页1. 忽略搜索和分页
2. 
3. 
4. 
5.","","2","功能测试","功能测试阶段","正常","0","2","5","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168314","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面列表详情","无","1. 点击进入字段元模型页
2. 查看列表","1. 进入页面
2. 表头包含属性名、属性中文名、属性类型、是否必填、应用数据源类型、最近修改时间、操作；
列表内容正确；
操作包含编辑&删除按钮","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168313","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面页码跳转功能","列表存在至少十条记录","1. 点击进入字段元模型页
2. 点击页码“2”
3. 切换每页条数
4. 点击跳至2页","1. 进入页面
2. 成功跳转至第2页，内容显示正确
3. 切换成功，页面内容显示正确
4. 成功跳转至第2页，内容显示正确","忽略搜索和分页1. 忽略搜索和分页
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","2","4","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168312","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-字段元模型页面详情","无","1. 点击页面图标，进入字段元模型页
2. 查看页面详情","1. 进入字段元模型页面
2. 页面从上往下依次显示属性名&属性中文名&属性类型查询条件框、查询&重置&新增属性按钮；
属性列表内容展示；
页码切换&每页条数切换&页码跳转","1. 
2. 忽略搜索和分页","","2","功能测试","功能测试阶段","正常","0","2","2","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168311","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-数据表元模型详情-个性业务属性","无","1. 点击进入元数据-元模型管理页面
2. 选择某一元模型的编辑元模型按钮
3. 查看详情页展示
4. 查看个性业务属性页面详情
5. 切换页码和每页条数
6. 点击【新增子模型】按钮
7. 正确输入内容点击新增按钮
8. 点击弹窗取消按钮","1. 进入成功，默认进入数据表元模型tab页
2. 进入表元模型详情页
3. 页面左上角显示进入路径
下方展示技术属性tab、通用业务属性tab、个性业务属性tab
默认进入技术属性tab页
4. 显示列表，表头包含子模型名称、子模型描述、已应用库数量、创建时间、操作；
列表展示内容正确，无内容时展示“暂无数据”，右下角展示数据统计和页码切换、每页条数切换，左下角展示【新增子模型】按钮
5. 正确切换显示内容
6. 弹出新增子模型弹窗；
支持输入子模型名称、描述
7. 成功新增，个性业务属性页面新增该记录
8. 成功取消，自动切回个性业务属性页面","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8.","","1","功能测试","功能测试阶段","正常","0","2","8","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168310","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-数据表元模型详情-通用业务属性","无","1. 点击进入元数据-元模型管理页面
2. 选择某一元模型的编辑元模型按钮
3. 查看详情页展示
4. 查看通用业务属性页面详情
5. 切换页码和每页条数
6. 点击【新增业务属性】按钮
7. 正确输入内容点击确定按钮
8. 点击弹窗取消按钮","1. 进入成功，默认进入数据表元模型tab页
2. 进入表元模型详情页
3. 页面左上角显示进入路径
下方展示技术属性tab、通用业务属性tab、个性业务属性tab
默认进入技术属性tab页
4. 显示列表，表头包含属性名、属性中文名、属性类型、是否必填、最近修改时间、操作；
列表展示内容正确，无内容时展示“暂无数据”，右下角展示数据统计和页码切换、每页条数切换，左下角展示【新增业务属性】按钮
5. 正确切换显示内容
6. 弹出新增业务属性弹窗；
支持输入属性名、属性中文名、属性类型、是否必填
7. 成功新增业务属性，通用业务属性页面新增该记录
8. 成功取消，自动切回通用业务属性页面","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8.","","1","功能测试","功能测试阶段","正常","0","2","8","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168309","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理-数据表元模型详情-技术属性","无","1. 点击进入元数据-元模型管理页面
2. 选择某一元模型的编辑元模型按钮
3. 查看详情页展示
4. 查看技术属性页面详情
5. 切换页码和每页条数","1. 进入成功，默认进入数据表元模型tab页
2. 进入表元模型详情页
3. 页面左上角显示进入路径
下方展示技术属性tab、通用业务属性tab、个性业务属性tab
默认进入技术属性tab页
4. 显示列表，表头包含属性名、字段类型、属性中文名
列表展示内容正确，无内容时展示“暂无数据”，右下角展示数据统计和页码切换、每页条数切换
5. 正确切换显示内容","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","2","5","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168308","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持设置字段属性(#9652)","【军工717】支持设置字段属性(#15028)","验证元数据-元模型管理页面UI","无","1. 点击进入元数据-元模型管理页面
2. 查看页面展示","1. 进入成功
2. 页面左上角展示数据表元模型tab；
默认进入数据表元模型tab页；
页面包含所有元模型图标，每个元模型支持编辑","1. 
2. dmoracle的属性数量不对","","3","功能测试","功能测试阶段","正常","0","1","2","失败","听筠","2025-11-11","","0000-00-00","1","",""
"168307","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持dm for oracle数据源类型采集(#9651)","【元数据】支持dm for oracle数据源采集(#14818)","【数据源中心】 验证新增数据源选择dm for oracle时支持授权的产品","无","1. 进入【数据源中心-新增数据源】页面，选择任一dm for oracle数据源进行产品授权
2. 查看支持授权产品的选择项","1. 显示产品授权页面，支持选择版本、授权产品、授权项目
2. 包含数据资产","1. 
2.","","2","功能测试","功能测试阶段","正常","0","0","2","","听筠","2025-11-11","","0000-00-00","1","",""
"168306","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持dm for oracle数据源类型采集(#9651)","【元数据】支持dm for oracle数据源采集(#14818)","【元数据-元模型管理】 验证元模型管理页面存在针对DMDB for Oracle类型数据源的图标","无","1. 点击进入【元数据-元模型管理】页面
2. 查看页面
3. 点击该图标查看属性信息","1. 成功进入
2. 存在针对DMDB for Oracle类型数据源的图标，位于Oracle右侧
3. DMDB for Oracle默认采集的技术属性信息和Oracle类型一致","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","1","3","通过","听筠","2025-11-11","","0000-00-00","1","",""
"168305","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持dm for oracle数据源类型采集(#9651)","【元数据】支持dm for oracle数据源采集(#14818)","【元数据-数据地图】 验证dm for oracle类型下支持表详情的导出元数据功能","无","1. 选择任一数据表进入详情页
2. 点击导出元数据按钮","1. 进入成功，详情页展示基本信息tab、数据预览tab、版本变更tab、订阅/导出元数据按钮
默认展示基本信息tab页
2. 显示导出地址，成功导出","1. 
2.","","2","功能测试","功能测试阶段","正常","0","0","2","","听筠","2025-11-11","","0000-00-00","1","",""
"168304","数据资产_STD(#23)","/版本迭代测试用例/v6.4.4/交付需求/【军工717】支持dm for oracle数据源类型采集(#9651)","【元数据】支持dm for oracle数据源采集(#14818)","【元数据-数据地图】 验证dm for oracle类型下支持表详情的订阅功能","1.【元数据-数据地图】页面已打开
2.DMDB数据源中存在多个数据库和数据表","1. 选择任一数据表进入详情页
2. 点击订阅按钮
3. 查看数据地图列表页
4. 点击任一表详情页的取消订阅按钮
5. 查看数据地图列表页","1. 进入成功，详情页展示基本信息tab、数据预览tab、版本变更tab、订阅/导出元数据按钮
默认展示基本信息tab页
2. 显示成功订阅提示
3. 该数据表订阅数+1
4. 成功取消订阅
5. 该数据表订阅数-1","1. 
2. 
3. 
4. 
5.","","2","功能测试","功能测试阶段","正常","0","0","5","","听筠","2025-11-11","","0000-00-00","1","",""
